0.359857	-1.152867	500	750
0.572100	-1.198301	500	750
0.805050	-1.218072	500	750
1.059083	-1.300850	500	750
1.256866	-0.954463	500	750
0.954433	-0.694163	500	750
1.175860	-0.540795	500	750
1.470601	-0.559238	500	750
0.944059	-0.075292	500	750
0.740955	0.346111	500	750
0.973925	0.558230	500	750
0.720561	1.194713	500	750
0.963309	1.171508	500	750
0.955691	1.844038	500	750
1.217283	1.246289	500	750
1.201661	0.233136	500	750
1.352544	0.748211	500	750
1.551489	0.515912	500	750
1.752843	0.728856	500	750
1.487877	1.103997	500	750
1.619944	1.559189	500	750
1.715830	1.143895	500	750
1.936212	1.270263	500	750
2.192289	1.300456	500	750
2.455566	1.198703	500	750
2.178937	0.720368	500	750
2.460398	0.613806	500	750
1.956617	0.555149	500	750
2.184143	0.140699	500	750
1.878352	0.052639	500	750
1.696645	-0.133673	500	750
1.803997	-0.625704	500	750
2.060024	-0.326170	500	750
2.242897	-0.752582	500	750
2.447964	-0.296636	500	750
1.392600	0.046455	500	750
1.021330	-1.033415	500	750
0.767349	-0.422135	500	750
1.286366	-0.208566	500	750
1.586346	-0.763036	500	750
1.689719	-0.429180	500	750
1.844438	-0.370083	500	750
2.000741	-0.094647	500	750
2.199010	-0.112096	500	750
2.392032	0.066726	500	750
2.386896	0.336727	500	750
2.388028	-0.573687	500	750
1.455454	-0.400772	500	750
1.759591	0.116918	500	750
1.452503	0.307177	500	750
1.299702	0.503895	500	750
1.694000	0.461961	500	750
1.898186	0.341301	500	750
1.507393	0.870054	500	750
0.840564	0.846520	500	750
1.694085	1.300298	500	750
1.634651	0.945321	500	750
1.474676	1.344128	500	750
1.208314	1.504674	500	750
0.782374	1.620388	500	750
0.951080	1.469702	500	750
1.842634	1.478519	500	750
1.367251	1.505215	500	750
2.033994	-0.678355	500	750
1.023234	-0.305036	500	750
0.760608	-0.868879	500	750
0.676109	-1.038162	500	750
0.629083	-1.172650	500	750
1.072400	-1.149398	500	750
0.995419	-0.884308	500	750
1.096994	-0.763365	500	750
1.275826	-0.814306	500	750
1.378136	-0.699342	500	750
1.591871	-0.575567	500	750
1.580572	-0.276059	500	750
1.057713	-0.529776	500	750
1.150342	-0.333154	500	750
1.264013	-0.409708	500	750
0.850337	0.154392	500	750
0.984625	-0.012602	500	750
1.191572	0.024867	500	750
1.251652	-0.131811	500	750
1.111327	0.354092	500	750
0.829123	0.989189	500	750
1.076120	0.932812	500	750
1.140510	0.747984	500	750
1.204294	1.122849	500	750
1.683930	0.731269	500	750
1.545451	0.637599	500	750
1.691895	0.243499	500	750
1.548797	0.114320	500	750
1.502276	-0.149631	500	750
1.935278	1.090371	500	750
1.838791	0.940187	500	750
1.604405	1.399127	500	750
1.553568	1.189725	500	750
0.948270	1.588021	500	750
0.864149	-0.596581	500	750
0.801967	-0.836137	500	750
2.151425	-0.526393	500	750
2.410417	-0.442074	500	750
2.330181	-0.202832	500	750
2.285833	-0.370377	500	750
2.105950	0.367190	500	750
2.271088	0.531058	500	750
2.248023	0.835465	500	750
2.461810	0.810933	500	750
1.970232	0.810262	500	750
1.781075	1.571809	500	750
0.918017	1.338451	500	750
0.917253	0.669855	500	750
0.882984	0.409104	500	750
1.331315	0.350986	500	750
1.949537	-0.584615	500	750
1.837325	-0.168985	500	750
1.976019	0.202667	500	750
1.303165	0.913642	500	750
2.063935	1.398112	500	750
1.011330	1.090956	500	750
2.056965	0.958846	500	750
2.148861	1.180135	500	750
2.233947	0.934698	500	750
2.374695	1.044112	500	750
2.513191	0.955322	500	750
1.571455	0.314992	500	750
1.651904	0.114523	500	750
1.665921	0.509505	500	750
1.591232	0.756309	500	750
1.096197	-0.161833	500	750
1.081582	0.491473	500	750
1.300592	0.019346	500	750
0.775467	-1.062812	500	750
1.136025	-1.080897	500	750
1.969101	-0.264280	500	750
2.049754	-0.523995	500	750
2.129671	0.054271	500	750
0.668075	1.385362	500	750
0.717179	0.631791	500	750
0.715327	0.049847	500	750
0.717468	-0.655499	500	750
1.786607	-0.761630	500	750
1.967080	-0.778858	500	750
2.382188	-0.089832	500	750
1.039328	1.697634	500	750
1.701193	1.407388	500	750
1.340276	-1.066314	500	750
1.593490	-0.871184	500	750
0.310263	-0.942629	500	750
0.606429	0.325926	500	750
0.612530	1.129504	500	750
0.669167	-0.420185	500	750
1.735409	0.333430	500	750
1.754704	-0.022682	500	750
1.248051	1.367951	500	750
2.489466	0.447107	500	750
1.674781	-1.274096	500	750
2.403103	-1.023472	500	750
2.469383	-1.260042	500	750
2.581092	-1.104708	500	750
2.535472	-1.466642	500	750
2.369467	-1.523574	500	750
2.313695	-1.314002	500	750
2.182642	-1.281931	500	750
2.079191	-1.290962	500	750
1.967572	-1.341482	500	750
2.135709	-1.719245	500	750
1.784866	-1.451425	500	750
2.253971	-1.613843	500	750
2.164508	1.102026	500	750
2.060450	0.326400	500	750
1.793503	-1.009852	500	750
1.908445	-1.619902	500	750
2.023683	-1.664549	500	750
1.843368	-1.236390	500	750
1.904436	-0.970114	500	750
2.023622	-1.037054	500	750
2.152039	-0.977855	500	750
2.278286	-0.967025	500	750
